ball,score,commentary,second_commentary,output_labels_primary,output_labels_secondary
6.4,•,"t sangha to gaikwad , no runfuller length around off , and pushed to cover","sangha to gaikwad , no run , middle-stump , gaikwad strides forward and pushes it into the off-side","['Bowler: t sangha', 'Batsman: gaikwad', 'Length: Length', 'Shot Position: Cover', 'Batsman: gaikwad']","['Bowler: sangha', 'Batsman: gaikwad', 'Line: Middle-stump', 'Shot Position: Off-side', 'Batsman: gaikwad']"
6.3,•,"t sangha to gaikwad , no runah , some turn and sharp bounce  lands this on the shorter side of a length on leg , with the ball ending over the middle-stump , as gaikwad looked to clip but missed","sangha to gaikwad , no run , oh what a ball  tossed up full on leg-stump , drew him forward , drifted in and then turned away sharply to beat the outside-edge","['Bowler: t sangha', 'Batsman: gaikwad', 'Length: Length', 'Line: Middle-stump', 'Batsman: gaikwad']","['Bowler: sangha', 'Batsman: gaikwad', 'Length: Full', 'Line: Leg-stump', 'Hit Type: Outside-edge', 'Batsman: gaikwad']"
6.2,•,"t sangha to gaikwad , no runslows it down , and bowls on a length leg-stump  blocked back with his bat and pad close","sangha to gaikwad , no run , good length delivery on middle-leg , gaikwad prods half forward to defend it","['Bowler: t sangha', 'Batsman: gaikwad', 'Length: Length', 'Line: Leg-stump', 'Batsman: gaikwad']","['Bowler: sangha', 'Batsman: gaikwad', 'Length: Good', 'Length: Length', 'Batsman: gaikwad']"
6.1,2,"t sangha to gaikwad ,  2 runssmith at long-on does well to run and slide to his right , and pull this back  the ball was short and turning away to finish around off , as gaikwad pulled between the men at long-on and deep midwicket","sangha to gaikwad , 2 runs , short of length on middle , gaikwad presses right back and pulls it away into the gap at cow-corner , good work from smith , ran to his right from long-on and stopped it with a dive","['Bowler: t sangha', 'Batsman: gaikwad', 'Runs: 2', 'Field Activity: Slide', 'Shot Type: Pull', 'Length: Short', 'Shot Position: Long-on', 'Batsman: gaikwad']","['Bowler: sangha', 'Batsman: gaikwad', 'Runs: 2', 'Length: Short', 'Length: Length', 'Length: Good', 'Field Activity: Dive', 'Shot Position: Cow-corner', 'Batsman: gaikwad']"
5.6,•,"ellis to ishan , no runshort of a length just outside-off , and punched down the ground","nathan ellis to ishan kishan , no run , good length delivery on outside-off , ishan kishan hangs back and defends","['Bowler: ellis', 'Batsman: ishan', 'Length: Length', 'Line: Outside-off', 'Batsman: ishan']","['Bowler: nathan ellis', 'Batsman: ishan kishan', 'Length: Good', 'Length: Length', 'Line: Outside-off', 'Batsman: ishan kishan']"
5.5,W,"ellis to jaiswal , outtaken at short third  from the looks of it , zampa perhaps didn't expect the ball to come on to him that quickly  it was dipping as it approached him , with zampa grabbing it low to his left , and with a reverse cup  this time ellis bowled seam up , angling it across to pitch fullish and wide of off  jaiswal went lofting again , only to mistime it  he lost his right hand off the bat too , with the ball taking the outside edgeyashasvi jaiswal c zampa b ellis 53  25b 9x4 2x6 30m  sr: 212see all photos","nathan ellis to jaiswal , out caught by zampa   excellent field placement and that  the end of the carnage  jaiswal will be disappointed  was full and just outside-off , jaiswal went hard at this looking to smack it through extra-cover , went at it with all hands and no feet , lost his shape in the process and got a thick outside-edge , zampa was waiting at almost a fly-slip , right on the edge of the circle and he took it over his head  jaiswal walks off to an applause  50 and gone all inside the powerplay  jaiswal c zampa b nathan ellis 53 25  [4s-9 6s-2]","['Bowler: ellis', 'Batsman: jaiswal', 'Length: Short', 'Field Activity: Bowled', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Outcome: Out', 'Length: Full', 'Line: Outside-off', 'Hit Type: Outside-edge', 'Shot Position: Extra-cover', 'Batsman: jaiswal']"
5.5,W,"ellis to jaiswal , outtaken at short third  from the looks of it , zampa perhaps didn't expect the ball to come on to him that quickly  it was dipping as it approached him , with zampa grabbing it low to his left , and with a reverse cup  this time ellis bowled seam up , angling it across to pitch fullish and wide of off  jaiswal went lofting again , only to mistime it  he lost his right hand off the bat too , with the ball taking the outside edgeyashasvi jaiswal c zampa b ellis 53  25b 9x4 2x6 30m  sr: 212see all photos","nathan ellis to jaiswal , wide , slower delivery full and wide outside-off again , nathan ellis just hasn't hit his mark in this series yet","['Bowler: ellis', 'Batsman: jaiswal', 'Length: Short', 'Field Activity: Bowled', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Speed: Slower', 'Length: Full', 'Line: Outside-off', 'Batsman: jaiswal']"
5.5,W,"ellis to jaiswal , outtaken at short third  from the looks of it , zampa perhaps didn't expect the ball to come on to him that quickly  it was dipping as it approached him , with zampa grabbing it low to his left , and with a reverse cup  this time ellis bowled seam up , angling it across to pitch fullish and wide of off  jaiswal went lofting again , only to mistime it  he lost his right hand off the bat too , with the ball taking the outside edgeyashasvi jaiswal c zampa b ellis 53  25b 9x4 2x6 30m  sr: 212see all photos","nathan ellis to jaiswal , wide , slower delivery well wide outside-off , the pressure is telling","['Bowler: ellis', 'Batsman: jaiswal', 'Length: Short', 'Field Activity: Bowled', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Speed: Slower', 'Line: Outside-off', 'Batsman: jaiswal']"
5.5,1w,"ellis to jaiswal , 1 widewide again  ellis , bowling from back of the hand , goes full and really wide of off , but jaiswal lets it go","nathan ellis to jaiswal , out caught by zampa   excellent field placement and that  the end of the carnage  jaiswal will be disappointed  was full and just outside-off , jaiswal went hard at this looking to smack it through extra-cover , went at it with all hands and no feet , lost his shape in the process and got a thick outside-edge , zampa was waiting at almost a fly-slip , right on the edge of the circle and he took it over his head  jaiswal walks off to an applause  50 and gone all inside the powerplay  jaiswal c zampa b nathan ellis 53 25  [4s-9 6s-2]","['Bowler: ellis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Full', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Outcome: Out', 'Length: Full', 'Line: Outside-off', 'Hit Type: Outside-edge', 'Shot Position: Extra-cover', 'Batsman: jaiswal']"
5.5,1w,"ellis to jaiswal , 1 widewide again  ellis , bowling from back of the hand , goes full and really wide of off , but jaiswal lets it go","nathan ellis to jaiswal , wide , slower delivery full and wide outside-off again , nathan ellis just hasn't hit his mark in this series yet","['Bowler: ellis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Full', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Speed: Slower', 'Length: Full', 'Line: Outside-off', 'Batsman: jaiswal']"
5.5,1w,"ellis to jaiswal , 1 widewide again  ellis , bowling from back of the hand , goes full and really wide of off , but jaiswal lets it go","nathan ellis to jaiswal , wide , slower delivery well wide outside-off , the pressure is telling","['Bowler: ellis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Full', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Speed: Slower', 'Line: Outside-off', 'Batsman: jaiswal']"
5.5,1w,"ellis to jaiswal , 1 widechange of pace again , but the line is too wide , and the length very full  jaiswal leaves it alone , and it  another wide","nathan ellis to jaiswal , out caught by zampa   excellent field placement and that  the end of the carnage  jaiswal will be disappointed  was full and just outside-off , jaiswal went hard at this looking to smack it through extra-cover , went at it with all hands and no feet , lost his shape in the process and got a thick outside-edge , zampa was waiting at almost a fly-slip , right on the edge of the circle and he took it over his head  jaiswal walks off to an applause  50 and gone all inside the powerplay  jaiswal c zampa b nathan ellis 53 25  [4s-9 6s-2]","['Bowler: ellis', 'Batsman: jaiswal', 'Runs: 1', 'Speed: Pace', 'Length: Length', 'Length: Full', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Outcome: Out', 'Length: Full', 'Line: Outside-off', 'Hit Type: Outside-edge', 'Shot Position: Extra-cover', 'Batsman: jaiswal']"
5.5,1w,"ellis to jaiswal , 1 widechange of pace again , but the line is too wide , and the length very full  jaiswal leaves it alone , and it  another wide","nathan ellis to jaiswal , wide , slower delivery full and wide outside-off again , nathan ellis just hasn't hit his mark in this series yet","['Bowler: ellis', 'Batsman: jaiswal', 'Runs: 1', 'Speed: Pace', 'Length: Length', 'Length: Full', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Speed: Slower', 'Length: Full', 'Line: Outside-off', 'Batsman: jaiswal']"
5.5,1w,"ellis to jaiswal , 1 widechange of pace again , but the line is too wide , and the length very full  jaiswal leaves it alone , and it  another wide","nathan ellis to jaiswal , wide , slower delivery well wide outside-off , the pressure is telling","['Bowler: ellis', 'Batsman: jaiswal', 'Runs: 1', 'Speed: Pace', 'Length: Length', 'Length: Full', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Speed: Slower', 'Line: Outside-off', 'Batsman: jaiswal']"
5.4,4,"ellis to jaiswal , four runswow , one brilliant shot after another  this is jaiswal  fifty too  now he bisects point and short third , as he helps this short of a length ball in the channel outside-off for four moresee all photos","nathan ellis to jaiswal , four , brings up fifty in no time  this is jaiswal at his very best  good length delivery angling across just outside-off , he hung back and opened the face to steer it past short-third-man for four more","['Bowler: ellis', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Short', 'Length: Short', 'Length: Length', 'Line: Outside-off', 'Outcome: Four', 'Shot Position: Point', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Good', 'Length: Length', 'Line: Outside-off', 'Outcome: Four', 'Shot Position: Short-third-man', 'Batsman: jaiswal']"
5.3,4,"ellis to jaiswal , four runsanother four , this time to deep-square-leg  jaiswal smashing all the slowness of the pitch to the boundary  short delivery rising just outside-off , as jaiswal rolls his wrists to pull for four","nathan ellis to jaiswal , four , crunched  just short of length on middle , jaiswal was very quick to press back and pull it away right into the gap at deep-square-leg","['Bowler: ellis', 'Batsman: jaiswal', 'Outcome: Four', 'Outcome: Four', 'Length: Short', 'Line: Outside-off', 'Shot Type: Pull', 'Outcome: Four', 'Shot Position: Deep-square-leg', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Short', 'Length: Length', 'Shot Type: Pull', 'Shot Position: Deep-square-leg', 'Batsman: jaiswal']"
5.2,4,"ellis to jaiswal , four runsflashed to deep-point  this time he got across a step or two , and got this short ball which was wide of off  he waited and cut that hard to the boundary","nathan ellis to jaiswal , four , to much width , short of length and wide outside-off , jaiswal can free his arms to crash this through point , no chance for any fielder","['Bowler: ellis', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Short', 'Shot Type: Cut', 'Shot Position: Deep-point', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Short', 'Length: Length', 'Line: Outside-off', 'Shot Position: Point', 'Batsman: jaiswal']"
5.1,•,"ellis to jaiswal , no runah , looks to heave over the off-side at this ball which is on the fuller side of a length , and wide of off , but is beaten","nathan ellis to jaiswal , no run , full and zipping across outside-off , jaiswal stood his ground looking to slap that through extra-cover and missed","['Bowler: ellis', 'Batsman: jaiswal', 'Length: Length', 'Shot Position: Off-side', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Length: Full', 'Line: Outside-off', 'Shot Position: Extra-cover', 'Batsman: jaiswal']"
5.1,•,"ellis to jaiswal , no runah , looks to heave over the off-side at this ball which is on the fuller side of a length , and wide of off , but is beaten","nathan ellis to jaiswal , wide , full and pushed well wide outside-off","['Bowler: ellis', 'Batsman: jaiswal', 'Length: Length', 'Shot Position: Off-side', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Length: Full', 'Line: Outside-off', 'Batsman: jaiswal']"
5.1,1w,"ellis to jaiswal , 1 widebowls wide of off , landing it on a full length  jaiswal lets it go , and it  called wide , although ellis isn't pleased","nathan ellis to jaiswal , no run , full and zipping across outside-off , jaiswal stood his ground looking to slap that through extra-cover and missed","['Bowler: ellis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Full', 'Length: Length', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Length: Full', 'Line: Outside-off', 'Shot Position: Extra-cover', 'Batsman: jaiswal']"
5.1,1w,"ellis to jaiswal , 1 widebowls wide of off , landing it on a full length  jaiswal lets it go , and it  called wide , although ellis isn't pleased","nathan ellis to jaiswal , wide , full and pushed well wide outside-off","['Bowler: ellis', 'Batsman: jaiswal', 'Runs: 1', 'Length: Full', 'Length: Length', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Length: Full', 'Line: Outside-off', 'Batsman: jaiswal']"
4.6,•,"zampa to gaikwad , no runmakes room , and zampa follows  he bowls short , getting it to come into gaikwad and finish outside leg  punched to the man at extra-cover","zampa to gaikwad , no run , flatter delivery going on with the arm on leg-stump , gaikwad backed away a long way before punching it towards extra-cover","['Bowler: zampa', 'Batsman: gaikwad', 'Length: Short', 'Shot Position: Extra-cover', 'Batsman: gaikwad']","['Bowler: zampa', 'Batsman: gaikwad', 'Line: Leg-stump', 'Shot Position: Extra-cover', 'Batsman: gaikwad']"
4.5,1,"zampa to jaiswal ,  1 runnudges this full ball on his pads to long-on , with this being the wrong 'un from zampa","zampa to jaiswal , 1 run , full on leg-stump , clipped away towards mid-wicket","['Bowler: zampa', 'Batsman: jaiswal', 'Runs: 1', 'Length: Full', 'Shot Position: Long-on', 'Batsman: jaiswal']","['Bowler: zampa', 'Batsman: jaiswal', 'Runs: 1', 'Length: Full', 'Line: Leg-stump', 'Batsman: jaiswal']"
4.4,4,"zampa to jaiswal , four runswhipped wide of long-on  terrific timing there  the ball is full on a stump-to-stump line , but jaiswal places it beautifully to deep midwicket","zampa to jaiswal , four , wow what timing  tossed up full on leg-stump , was nothing more than a crisp flick , he picked the gap at cow-corner and he timed it to perfection , the outfield did the rest","['Bowler: zampa', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Full', 'Shot Position: Long-on', 'Batsman: jaiswal']","['Bowler: zampa', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Full', 'Line: Leg-stump', 'Shot Position: Cow-corner', 'Batsman: jaiswal']"
4.3,1,"zampa to gaikwad ,  1 runanother low full on the stumps , and pushed to long-off","zampa to gaikwad , 1 run , very middle-stump , gaikwad makes a bit of room and jams it down to long-off","['Bowler: zampa', 'Batsman: gaikwad', 'Runs: 1', 'Length: Full', 'Shot Position: Long-off', 'Batsman: gaikwad']","['Bowler: zampa', 'Batsman: gaikwad', 'Runs: 1', 'Line: Middle-stump', 'Shot Position: Long-off', 'Batsman: gaikwad']"
4.2,•,"zampa to gaikwad , no runvery outside-off , and dug out to cover","zampa to gaikwad , no run , pushed up very full on outside-off , gaikwad digs it out towards cover","['Bowler: zampa', 'Batsman: gaikwad', 'Line: Outside-off', 'Outcome: Out', 'Shot Position: Cover', 'Batsman: gaikwad']","['Bowler: zampa', 'Batsman: gaikwad', 'Length: Full', 'Line: Outside-off', 'Outcome: Out', 'Shot Position: Cover', 'Batsman: gaikwad']"
4.1,4,"zampa to gaikwad , four runsthe shot of the day  there isn't that much of pace to deal with , yet gaikwad deals with this fullish ball so effortlessly to loft it over the bowler  head after standing while backing away","zampa to gaikwad , four , strike bowler or not , it doesn't matter  tossed up middle-stump , right in the slot for gaikwad and he got under it and lofted it straight back over the bowler for one-bounce four","['Bowler: zampa', 'Batsman: gaikwad', 'Outcome: Four', 'Speed: Pace', 'Batsman: gaikwad']","['Bowler: zampa', 'Batsman: gaikwad', 'Outcome: Four', 'Line: Middle-stump', 'Outcome: Four', 'Batsman: gaikwad']"
3.6,•,"abbott to jaiswal , no runah , the over ends with a dot , and both abbott and i get a breather  this was bowled very full around off , as jaiswal drove it to mid-off","abbott to jaiswal , no run , full on outside-off , jaiswal stands his ground and smacks it straight to mid-off  massive over for india , 24 runs off it","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Dot', 'Field Activity: Bowled', 'Length: Full', 'Shot Position: Mid-off', 'Batsman: jaiswal']","['Bowler: abbott', 'Batsman: jaiswal', 'Length: Full', 'Line: Outside-off', 'Shot Position: Mid-off', 'Batsman: jaiswal']"
3.5,6,"abbott to jaiswal ,  six runsthe change of angle doesn't make any difference  this good-length ball was angled into the left-hander , and finished around off stump  jaiswal again shifted his weight back to have a go at the pull short , just clearing the rope at deep-square-leg","abbott to jaiswal , six , superb batting from jaiswal  abbott went round the wicket , dug it into leg-stump but it sat up again , jaiswal hung back and heaved it away into the gap at deep-mid-wicket again for another six , just went over the ropes , 50-run stand too","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Six', 'Shot Type: Pull', 'Length: Short', 'Shot Position: Deep-square-leg', 'Batsman: jaiswal']","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Six', 'Line: Leg-stump', 'Outcome: Six', 'Shot Position: Deep-mid-wicket', 'Batsman: jaiswal']"
3.4,6,"abbott to jaiswal ,  six runsflung away over deep-square-leg  that went quite deep into the crowd too  another short delivery around middle and off , as jaiswal transfers his weight to the back foot to pull hard and over the boundary","abbott to jaiswal , six , 4 , 4 , 4 , 6   abbott under pressure now , short of length delivery on middle , jaiswal seemingly knew exactly what was coming , he pressed back and smacked this away over deep-mid-wicket with a pull","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Six', 'Length: Short', 'Shot Type: Pull', 'Shot Position: Deep-square-leg', 'Batsman: jaiswal']","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Six', 'Runs: 4', 'Runs: 4', 'Runs: 4', 'Runs: 6', 'Length: Short', 'Length: Length', 'Shot Type: Pull', 'Shot Position: Deep-mid-wicket', 'Batsman: jaiswal']"
3.3,4,"abbott to jaiswal , four runsthe best of the three  a delightful guide to short third  left , as he reads this shortish ball just outside-off to play it as late as possible","abbott to jaiswal , four , this is brilliant from jaiswal , he knew this was going to be pace on , was a hard length delivery on outside-off , jaiswal hung back and used the pace to run it past short-third-man for four","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Short', 'Line: Outside-off', 'Batsman: jaiswal']","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Four', 'Speed: Pace', 'Length: Length', 'Line: Outside-off', 'Speed: Pace', 'Outcome: Four', 'Shot Position: Short-third-man', 'Batsman: jaiswal']"
3.2,4,"abbott to jaiswal , four runsfour more in the same region  abbott repeats the trick of a change of pace , and also bowls on a shortish length outside-off  this time though the ball kept a bit low , even as jaiswal slashed it to deep backward-point","abbott to jaiswal , four , back to back fours  very similar delivery , on a length just outside-off , looked like a cutter and jaiswal hung back and waited for it again before smacking it hard past backward-point again","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Four', 'Speed: Pace', 'Length: Length', 'Line: Outside-off', 'Shot Position: Backward-point', 'Batsman: jaiswal']","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Length', 'Line: Outside-off', 'Shot Position: Backward-point', 'Batsman: jaiswal']"
3.1,4,"abbott to jaiswal , four runshacked to deep backward-point  slower ball right away from abbott - it was on a short of a length , and around sixth stump - as jaiswal late-cut it to just beat backward-point to his left","abbott to jaiswal , four , short of length and slanting across just outside-off , just a bit of room on offer , jaiswal hung back and waited for it before slashing it away hard past backward-point","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Four', 'Speed: Slower', 'Length: Short', 'Length: Length', 'Shot Position: Backward-point', 'Batsman: jaiswal']","['Bowler: abbott', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Short', 'Length: Length', 'Line: Outside-off', 'Shot Position: Backward-point', 'Batsman: jaiswal']"
2.6,4,"maxwell to gaikwad , four runsnow gaikwad drills one through to deep-point  like jaiswal , he too stands after backing away , and gets this pretty full ball outside-off to target  he outside-off , with the ball rolling away rather rapidly","maxwell to gaikwad , four , gaikwad doesn't want to be left behind  full just outside-off , gaikwad backed away to make some room before carving that away through cover for four","['Bowler: maxwell', 'Batsman: gaikwad', 'Outcome: Four', 'Length: Full', 'Line: Outside-off', 'Line: Outside-off', 'Shot Position: Deep-point', 'Batsman: gaikwad']","['Bowler: maxwell', 'Batsman: gaikwad', 'Outcome: Four', 'Length: Full', 'Line: Outside-off', 'Outcome: Four', 'Shot Position: Cover', 'Batsman: gaikwad']"
2.5,1,"maxwell to jaiswal ,  1 runpretty full now around off , and driven down to long-off","maxwell to jaiswal , 1 run , full on outside-off , driven out towards wide long-off","['Bowler: maxwell', 'Batsman: jaiswal', 'Runs: 1', 'Length: Full', 'Shot Position: Long-off', 'Batsman: jaiswal']","['Bowler: maxwell', 'Batsman: jaiswal', 'Runs: 1', 'Length: Full', 'Line: Outside-off', 'Outcome: Out', 'Shot Position: Long-off', 'Batsman: jaiswal']"
2.4,•,"maxwell to jaiswal , no runshort of a length outside-off , and pushed to cover","maxwell to jaiswal , no run , length delivery on outside-off , jaiswal hangs back and defends it into the off-side","['Bowler: maxwell', 'Batsman: jaiswal', 'Length: Length', 'Line: Outside-off', 'Shot Position: Cover', 'Batsman: jaiswal']","['Bowler: maxwell', 'Batsman: jaiswal', 'Length: Length', 'Line: Outside-off', 'Shot Position: Off-side', 'Batsman: jaiswal']"
2.3,4,"maxwell to jaiswal , four runsslog swept to deep backward-square-leg  another full delivery outside-off , as he gets down to have a free swing over the in-field","maxwell to jaiswal , four , jaiswal on the charge here  middle-stump , jaiswal leant forward and slog-swept it towards deep-mid-wicket","['Bowler: maxwell', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Full', 'Line: Outside-off', 'Shot Position: Backward-square-leg', 'Batsman: jaiswal']","['Bowler: maxwell', 'Batsman: jaiswal', 'Outcome: Four', 'Line: Middle-stump', 'Shot Position: Deep-mid-wicket', 'Batsman: jaiswal']"
2.2,•,"maxwell to jaiswal , no runah , some slow turn there  on a full length outside-off , and beats the outside-edge as he looked to defend","maxwell to jaiswal , no run , oh well bowled  tossed up middle-stump , drew him forward , drifted in and turned away to beat the outside-edge","['Bowler: maxwell', 'Batsman: jaiswal', 'Speed: Slow', 'Length: Full', 'Length: Length', 'Line: Outside-off', 'Hit Type: Outside-edge', 'Batsman: jaiswal']","['Bowler: maxwell', 'Batsman: jaiswal', 'Field Activity: Bowled', 'Line: Middle-stump', 'Hit Type: Outside-edge', 'Batsman: jaiswal']"
2.1,4,"maxwell to jaiswal , four runsgoes inside out over cover  stands after making some room at this full ball dipping just outside-off - for a while it seemed to be too full for that shot - and opens the bat face to loft for four","maxwell to jaiswal , four , superb shot  tossed up full on outside-off , jaiswal stepped forward , got to the pitch and played a cracking lofted extra-cover-drive , no one out on the off-side and away it went","['Bowler: maxwell', 'Batsman: jaiswal', 'Outcome: Four', 'Outcome: Out', 'Length: Full', 'Line: Outside-off', 'Length: Full', 'Outcome: Four', 'Shot Position: Cover', 'Batsman: jaiswal']","['Bowler: maxwell', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Full', 'Line: Outside-off', 'Outcome: Out', 'Shot Position: Off-side', 'Batsman: jaiswal']"
2.1,4,"maxwell to jaiswal , four runsgoes inside out over cover  stands after making some room at this full ball dipping just outside-off - for a while it seemed to be too full for that shot - and opens the bat face to loft for four","maxwell to gaikwad , 2 wides , tossed up full and down leg , wade didn't collect it cleanly and they snuck through for an extra run","['Bowler: maxwell', 'Batsman: jaiswal', 'Outcome: Four', 'Outcome: Out', 'Length: Full', 'Line: Outside-off', 'Length: Full', 'Outcome: Four', 'Shot Position: Cover', 'Batsman: jaiswal']","['Bowler: maxwell', 'Batsman: gaikwad', 'Runs: 2', 'Length: Full', 'Batsman: gaikwad']"
2.1,2w,"maxwell to gaikwad , 2 widebowls pretty wide of leg , and very full  gaikwad lets it go , as the ball turns in a bit  they run a single too , after it  a wide ball","maxwell to jaiswal , four , superb shot  tossed up full on outside-off , jaiswal stepped forward , got to the pitch and played a cracking lofted extra-cover-drive , no one out on the off-side and away it went","['Bowler: maxwell', 'Batsman: gaikwad', 'Runs: 2', 'Length: Full', 'Outcome: Single', 'Batsman: gaikwad']","['Bowler: maxwell', 'Batsman: jaiswal', 'Outcome: Four', 'Length: Full', 'Line: Outside-off', 'Outcome: Out', 'Shot Position: Off-side', 'Batsman: jaiswal']"
2.1,2w,"maxwell to gaikwad , 2 widebowls pretty wide of leg , and very full  gaikwad lets it go , as the ball turns in a bit  they run a single too , after it  a wide ball","maxwell to gaikwad , 2 wides , tossed up full and down leg , wade didn't collect it cleanly and they snuck through for an extra run","['Bowler: maxwell', 'Batsman: gaikwad', 'Runs: 2', 'Length: Full', 'Outcome: Single', 'Batsman: gaikwad']","['Bowler: maxwell', 'Batsman: gaikwad', 'Runs: 2', 'Length: Full', 'Batsman: gaikwad']"
1.6,•,"ellis to jaiswal , no runah , that was close  jaiswal got across the stumps early to try and scoop this length ball , but was beaten  the ball ended up going just over the stumps though","nathan ellis to jaiswal , no run , jaiswal gets adventurous , was a length delivery on outside-off , jaiswal shuffled across his stumps looking to scoop that over the keeper and didn't lay bat on it","['Bowler: ellis', 'Batsman: jaiswal', 'Shot Type: Scoop', 'Length: Length', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Length: Length', 'Line: Outside-off', 'Shot Type: Scoop', 'Batsman: jaiswal']"
1.5,•,"ellis to jaiswal , no runplays a late cut at this good-length ball , which is shaping away to finish around sixth stump  but the ball goes on the bounce to the man standing at backward-point","nathan ellis to jaiswal , no run , length delivery slanting across outside-off , jaiswal cut it nicely but couldn't beat point","['Bowler: ellis', 'Batsman: jaiswal', 'Shot Type: Cut', 'Shot Position: Backward-point', 'Batsman: jaiswal']","['Bowler: nathan ellis', 'Batsman: jaiswal', 'Length: Length', 'Line: Outside-off', 'Shot Type: Cut', 'Shot Position: Point', 'Batsman: jaiswal']"
1.4,1,"ellis to gaikwad ,  1 runchange of pace , as ellis goes full and in the channel outside-off  poked behind point for a single","nathan ellis to gaikwad , 1 run , full on outside-off , was pace off , gaikwad stabbed it towards backward-point and they crossed across for a quick single","['Bowler: ellis', 'Batsman: gaikwad', 'Runs: 1', 'Speed: Pace', 'Length: Full', 'Line: Outside-off', 'Outcome: Single', 'Shot Position: Point', 'Batsman: gaikwad']","['Bowler: nathan ellis', 'Batsman: gaikwad', 'Runs: 1', 'Length: Full', 'Line: Outside-off', 'Speed: Pace', 'Outcome: Single', 'Shot Position: Backward-point', 'Batsman: gaikwad']"
1.3,•,"ellis to gaikwad , no runyorker length on middle and off , and flicked to midwicket  jaiswal wanted a single but was sent back , even as inglis' throw was wide of the stumps","nathan ellis to gaikwad , no run , pitched up full and straight on middle , clipped straight to mid-wicket","['Bowler: ellis', 'Batsman: gaikwad', 'Length: Length', 'Outcome: Single', 'Field Activity: Throw', 'Shot Position: Midwicket', 'Batsman: gaikwad']","['Bowler: nathan ellis', 'Batsman: gaikwad', 'Length: Full', 'Batsman: gaikwad']"
1.3,•,"ellis to gaikwad , no runyorker length on middle and off , and flicked to midwicket  jaiswal wanted a single but was sent back , even as inglis' throw was wide of the stumps","nathan ellis to gaikwad , wide , full and just sliding down leg with the angle","['Bowler: ellis', 'Batsman: gaikwad', 'Length: Length', 'Outcome: Single', 'Field Activity: Throw', 'Shot Position: Midwicket', 'Batsman: gaikwad']","['Bowler: nathan ellis', 'Batsman: gaikwad', 'Length: Full', 'Batsman: gaikwad']"
1.3,1w,"ellis to gaikwad , 1 widepitches just outside leg , and darts down further after landing on the fuller side of a length  he looked to flick but missed , and it  called wide","nathan ellis to gaikwad , no run , pitched up full and straight on middle , clipped straight to mid-wicket","['Bowler: ellis', 'Batsman: gaikwad', 'Runs: 1', 'Length: Length', 'Batsman: gaikwad']","['Bowler: nathan ellis', 'Batsman: gaikwad', 'Length: Full', 'Batsman: gaikwad']"
